College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement
CLG5647,90,9.67,9.92,2,'No',0,10,1,'No'
CLG5648,123,8.98,8.91,4,'No',4,6,5,'Yes'
CLG5649,121,5.28,5.46,6,'Yes',10,5,2,'No'
CLG5650,114,9.99,10.01,5,'Yes',8,7,1,'No'
CLG5651,97,8.47,8.22,2,'No',8,10,1,'No'
CLG5652,101,5.8,5.91,7,'No',8,1,0,'No'
CLG5653,98,6.19,6.43,2,'No',1,3,1,'No'
CLG5654,116,8.46,8.93,9,'Yes',6,4,3,'Yes'
CLG5655,86,8.9,8.78,7,'No',9,6,2,'No'
CLG5656,87,6.2,5.76,3,'No',7,4,0,'No'
CLG5657,115,6.28,6.77,6,'Yes',0,7,4,'No'
CLG5658,99,6.54,6.66,5,'No',1,10,1,'No'
CLG5659,120,7.99,8.44,9,'No',0,10,0,'Yes'
CLG5660,89,5.86,5.46,3,'No',8,3,0,'No'
CLG5661,99,5.52,5.36,2,'No',9,8,0,'No'
CLG5662,86,8.39,8.02,2,'Yes',10,7,3,'No'
CLG5663,100,8.9,9.24,4,'Yes',4,3,4,'No'
CLG5664,77,7.5,7.88,1,'Yes',3,9,0,'No'
CLG5665,92,6.82,6.82,9,'Yes',7,10,3,'No'
CLG5666,78,7.16,6.85,3,'No',2,5,4,'No'
CLG5667,110,6.94,6.57,5,'Yes',7,2,2,'No'
CLG5668,110,9.8,9.89,2,'No',2,9,3,'Yes'
CLG5669,74,8.84,8.85,8,'No',5,8,0,'No'
CLG5670,120,6.04,6.23,3,'No',3,8,1,'No'
CLG5671,137,6.92,6.73,5,'No',7,1,3,'No'
CLG5672,100,7.72,7.62,7,'No',6,4,2,'No'
CLG5673,90,8.06,7.58,2,'Yes',4,7,4,'No'
CLG5674,142,7.34,7.45,3,'No',2,6,2,'No'
CLG5675,80,9.05,8.97,8,'No',4,9,4,'Yes'
CLG5676,100,8.84,9.26,10,'No',3,8,3,'Yes'
CLG5677,102,7.53,7.67,8,'Yes',7,9,4,'No'
CLG5678,120,9.27,9.17,3,'No',10,4,0,'No'
CLG5679,105,8.76,8.52,10,'No',4,8,5,'Yes'
CLG5680,92,8.89,9.3,7,'No',9,6,3,'No'
CLG5681,85,9.78,9.3,2,'Yes',9,9,1,'No'
CLG5682,94,6.33,6.16,9,'No',4,10,2,'No'
CLG5683,84,6.34,6.78,8,'No',1,1,2,'No'
CLG5684,100,9.44,9.59,9,'No',8,6,3,'No'
CLG5685,91,8.86,8.89,9,'No',5,10,1,'No'
CLG5686,77,9.63,9.33,7,'No',10,10,3,'Yes'
CLG5687,118,5.32,5.65,4,'No',0,2,0,'No'
CLG5688,92,8.14,7.84,5,'No',2,3,5,'No'
CLG5689,80,5.72,5.47,7,'No',3,9,5,'No'
CLG5690,97,7.52,7.21,5,'No',9,5,0,'No'
CLG5691,101,5.78,5.44,10,'Yes',9,5,1,'No'
CLG5692,73,5.64,6.09,8,'No',1,1,3,'No'
CLG5693,104,5.06,5.16,5,'No',10,10,1,'No'
CLG5694,84,8.15,8.29,5,'Yes',9,2,1,'No'
CLG5695,125,6.8,7.25,5,'No',3,9,0,'No'
CLG5696,107,5.53,5.26,4,'Yes',1,7,0,'No'
CLG5697,94,6.61,6.12,7,'Yes',5,4,1,'No'
CLG5698,88,5.84,5.94,2,'No',9,7,1,'No'
CLG5699,98,9.71,9.72,10,'No',8,10,4,'Yes'
CLG5700,109,6.6,6.58,4,'Yes',0,2,0,'No'
CLG5701,99,6.67,6.23,3,'Yes',4,5,1,'No'
CLG5702,96,9.2,9.15,10,'Yes',8,9,4,'Yes'
CLG5703,100,8.24,8.03,8,'Yes',10,2,5,'No'
CLG5704,90,8.55,8.32,7,'Yes',6,3,5,'No'
CLG5705,94,8.18,7.9,3,'No',10,5,5,'No'
CLG5706,68,9.73,9.56,4,'Yes',5,5,1,'No'
CLG5707,114,6.04,5.89,4,'Yes',6,8,4,'Yes'
CLG5708,104,9.95,9.76,10,'No',8,7,1,'No'
CLG5709,88,9.15,9.63,7,'No',2,3,5,'No'
CLG5710,128,7.94,8.37,8,'Yes',7,5,5,'Yes'
CLG5711,101,8.31,8.38,4,'Yes',0,8,5,'Yes'
CLG5712,84,8.24,8.72,8,'Yes',9,5,3,'No'
CLG5713,112,5.29,5.78,1,'No',5,2,0,'No'
CLG5714,105,6.09,5.95,9,'Yes',8,10,5,'No'
CLG5715,105,9.81,9.76,7,'No',0,2,1,'No'
CLG5716,93,7.67,8.13,4,'Yes',4,1,2,'No'
CLG5717,106,6.89,7,8,'No',7,6,5,'No'
CLG5718,96,8.81,8.52,10,'No',9,1,2,'No'
CLG5719,108,7.62,7.81,2,'No',10,8,4,'No'
CLG5720,71,5.07,4.78,8,'Yes',5,1,0,'No'
CLG5721,93,8.68,8.52,10,'Yes',5,8,4,'Yes'
CLG5722,125,8.66,8.39,6,'No',2,6,0,'No'
CLG5723,88,5.83,5.57,7,'No',7,9,2,'No'
CLG5724,90,9.78,9.28,7,'No',0,3,5,'No'
CLG5725,93,6.12,6.5,2,'No',3,7,2,'No'
CLG5726,81,7.29,7.09,2,'Yes',7,2,5,'No'
CLG5727,66,5.57,5.16,4,'No',5,5,4,'No'
CLG5728,96,8.02,7.61,6,'Yes',10,1,5,'No'
CLG5729,102,6.88,6.94,4,'No',8,5,5,'No'
CLG5730,99,6.77,7.26,6,'No',0,8,3,'No'
CLG5731,97,9.13,8.78,5,'Yes',1,10,2,'Yes'
CLG5732,100,5.05,4.65,6,'No',0,3,0,'No'
CLG5733,115,8.99,8.93,9,'No',10,6,1,'No'
CLG5734,97,7.86,7.92,6,'No',3,4,1,'No'
CLG5735,91,9.93,9.72,6,'No',8,8,1,'No'
CLG5736,95,7.95,7.75,8,'No',3,2,2,'No'
CLG5737,108,5.28,5.2,5,'No',8,5,3,'No'
CLG5738,121,5.25,5.06,5,'No',5,6,2,'No'
CLG5739,90,9.42,9.84,10,'No',4,8,0,'No'
CLG5740,101,9.21,8.75,1,'Yes',9,2,5,'No'
CLG5741,105,6.73,6.46,6,'Yes',3,9,2,'No'
CLG5742,85,8.09,8.4,1,'No',9,7,2,'No'
CLG5743,100,7.45,7.78,8,'No',1,10,2,'No'
CLG5744,78,9.84,9.45,10,'Yes',7,4,2,'No'
CLG5745,73,9.75,10.22,9,'No',2,10,0,'No'
CLG5746,105,9.92,10.11,6,'Yes',0,2,2,'No'
CLG5747,94,9.33,9.1,9,'No',10,8,3,'Yes'
CLG5748,103,9.55,9.51,2,'No',9,2,4,'No'
CLG5749,99,6.09,5.89,9,'Yes',6,2,0,'No'
CLG5750,85,9.16,8.81,4,'Yes',7,9,3,'Yes'
CLG5751,99,8.54,8.33,3,'No',6,4,1,'No'
CLG5752,81,9.81,9.89,1,'No',3,7,1,'No'
CLG5753,120,7.86,8.19,1,'No',7,10,0,'Yes'
CLG5754,79,5.43,5.29,8,'No',9,4,4,'No'
CLG5755,97,7.99,7.84,2,'No',3,5,2,'No'
CLG5756,84,8.43,8.4,1,'Yes',4,1,0,'No'
CLG5757,108,6.1,6.24,2,'No',7,10,2,'No'
CLG5758,95,6.97,7.22,3,'No',1,1,2,'No'
CLG5759,92,7.99,7.82,4,'Yes',9,10,1,'No'
CLG5760,112,6.87,6.96,9,'Yes',7,10,4,'Yes'
CLG5761,100,6.87,6.76,7,'No',4,3,2,'No'
CLG5762,107,5.67,5.89,5,'No',4,6,0,'No'
CLG5763,85,9.7,9.36,5,'Yes',6,1,1,'No'
CLG5764,78,8.75,8.51,6,'No',3,4,2,'No'
CLG5765,101,5.01,4.94,1,'No',2,9,5,'No'
CLG5766,95,8.83,9.22,6,'Yes',5,2,5,'No'
CLG5767,109,8.7,8.77,6,'Yes',5,2,5,'No'
CLG5768,98,5.05,5.52,5,'No',9,2,1,'No'
CLG5769,103,6.85,6.45,10,'No',5,10,1,'No'
CLG5770,75,8.03,7.99,9,'Yes',6,10,0,'No'
CLG5771,128,7.26,7.18,10,'Yes',3,7,0,'No'
CLG5772,97,8.89,8.99,10,'Yes',2,7,3,'No'
CLG5773,110,7.13,7.44,5,'Yes',2,6,2,'No'
CLG5774,87,5.77,6.11,9,'Yes',2,2,5,'No'
CLG5775,104,9.88,10.05,10,'No',1,5,1,'No'
CLG5776,80,6.21,6.35,7,'No',5,6,3,'No'
CLG5777,106,8.59,9.04,3,'No',0,6,0,'No'
CLG5778,94,5.72,5.6,9,'Yes',5,10,4,'No'
CLG5779,100,6.65,6.98,10,'No',7,6,1,'No'
CLG5780,110,7.21,7.63,7,'Yes',5,6,4,'No'
CLG5781,81,5.96,5.95,4,'Yes',1,1,4,'No'
CLG5782,89,7.25,7.48,9,'No',6,4,5,'No'
CLG5783,106,5.79,5.67,6,'Yes',2,1,1,'No'
CLG5784,131,7.8,7.46,9,'Yes',8,3,3,'No'
CLG5785,97,8.32,8.41,4,'No',10,2,3,'No'
CLG5786,108,5.31,5.01,10,'No',7,2,1,'No'
CLG5787,98,9.36,9.32,2,'Yes',5,6,5,'No'
CLG5788,129,5.93,6.3,9,'Yes',0,1,2,'No'
CLG5789,73,6.13,5.72,10,'No',1,4,4,'No'
CLG5790,101,8.31,7.84,4,'No',7,9,3,'No'
CLG5791,75,7.34,7.45,2,'No',5,3,1,'No'
CLG5792,62,7.5,7.33,7,'No',0,8,0,'No'
CLG5793,104,5.64,5.56,7,'Yes',8,9,0,'No'
CLG5794,102,9.03,8.94,5,'Yes',7,2,1,'No'
CLG5795,95,8.09,7.68,5,'Yes',1,5,2,'No'
CLG5796,98,5.68,5.18,8,'Yes',9,6,0,'No'
CLG5797,146,6.87,7.27,6,'Yes',4,5,2,'No'
CLG5798,96,9.05,8.77,1,'No',2,6,1,'No'
CLG5799,107,7.84,7.77,4,'Yes',0,5,1,'No'
CLG5800,90,5.54,6.01,1,'Yes',6,7,4,'No'
CLG5801,104,6.86,7.19,5,'No',8,5,1,'No'
CLG5802,96,6.21,5.82,5,'Yes',10,5,2,'No'
CLG5803,93,7.59,7.6,4,'Yes',6,7,3,'No'
CLG5804,127,9.22,9.45,9,'No',2,3,0,'No'
CLG5805,117,7.18,7.38,8,'Yes',5,10,0,'No'
CLG5806,102,7.17,7.43,10,'No',2,7,4,'No'
CLG5807,65,9.53,9.49,3,'No',3,8,3,'Yes'
CLG5808,94,7.88,7.56,5,'No',0,5,2,'No'
CLG5809,140,7.83,7.79,6,'No',1,4,2,'No'
CLG5810,96,6.31,6.46,5,'Yes',0,2,4,'No'
CLG5811,116,8.04,8.15,8,'No',9,5,1,'No'
CLG5812,121,7.88,7.45,5,'Yes',1,6,3,'No'
CLG5813,103,6.98,6.54,8,'No',3,9,0,'No'
CLG5814,87,9.95,10.42,10,'No',5,6,3,'No'
CLG5815,63,9.41,9.06,10,'No',10,6,4,'No'
CLG5816,110,8.75,8.54,3,'No',7,6,1,'No'
CLG5817,87,7.69,7.96,5,'No',9,8,5,'No'
CLG5818,102,7.31,7.22,4,'Yes',8,6,3,'No'
CLG5819,81,5.92,5.6,6,'No',9,1,1,'No'
CLG5820,96,6.53,6.5,3,'No',6,1,3,'No'
CLG5821,100,8.87,8.94,10,'No',3,10,0,'No'
CLG5822,104,7.27,7.22,4,'No',6,2,2,'No'
CLG5823,83,9.41,9.83,4,'No',0,1,3,'No'
CLG5824,117,5.74,5.52,5,'No',10,3,2,'No'
CLG5825,91,7.54,7.7,6,'No',9,3,2,'No'
CLG5826,74,8.23,7.84,2,'Yes',10,4,2,'No'
CLG5827,98,7.58,7.47,10,'No',10,6,4,'No'
CLG5828,100,9.45,9.69,8,'Yes',5,10,0,'No'
CLG5829,102,9.95,9.67,4,'No',0,7,2,'No'
CLG5830,120,5.58,5.67,7,'No',7,9,0,'No'
CLG5831,96,5.65,5.3,7,'Yes',3,8,3,'No'
CLG5832,98,5.65,5.25,10,'No',7,6,5,'No'
CLG5833,83,8.41,8.43,2,'Yes',7,9,0,'No'
CLG5834,112,6.86,7.04,7,'Yes',1,4,1,'No'
CLG5835,102,8.67,8.28,1,'No',5,6,2,'No'
CLG5836,93,7.03,7.45,2,'No',9,7,3,'No'
CLG5837,71,8.14,7.87,5,'No',3,2,2,'No'
CLG5838,121,8.85,8.47,8,'Yes',2,1,2,'Yes'
CLG5839,81,7.74,7.44,7,'No',8,10,3,'No'
CLG5840,91,7.7,7.37,3,'Yes',9,8,3,'No'
CLG5841,105,5.44,5.03,10,'Yes',8,8,4,'No'
CLG5842,82,7.05,7.35,9,'No',1,7,4,'No'
CLG5843,77,7.73,7.73,5,'Yes',4,9,4,'No'
CLG5844,68,7.31,7.2,3,'Yes',9,9,0,'No'
CLG5845,110,9.5,9.95,7,'No',9,3,1,'No'
CLG5846,91,9.53,9.4,4,'No',6,1,1,'No'
CLG5847,143,9.11,8.78,1,'No',8,9,0,'Yes'
CLG5848,85,6.88,6.65,5,'No',7,1,4,'No'
CLG5849,86,8.59,8.33,8,'Yes',9,1,1,'No'
CLG5850,91,6.98,6.98,4,'No',3,5,4,'No'
CLG5851,103,6.16,5.95,7,'No',2,2,3,'No'
CLG5852,92,6.71,6.73,8,'No',0,2,0,'No'
CLG5853,109,5.35,5.52,9,'No',0,5,4,'No'
CLG5854,85,6.66,6.94,9,'No',8,7,0,'No'
CLG5855,79,7.3,7.51,5,'No',3,6,2,'No'
CLG5856,73,9.78,9.49,6,'No',7,5,0,'No'
CLG5857,66,6.57,6.19,7,'No',3,3,0,'No'
CLG5858,92,9.51,9.55,10,'No',5,9,4,'Yes'
CLG5859,95,6.14,5.84,2,'Yes',3,8,0,'No'
CLG5860,90,5.95,5.53,9,'Yes',1,3,5,'No'
CLG5861,118,7.59,7.62,1,'Yes',0,7,5,'No'
CLG5862,118,8.36,8.19,6,'No',7,3,2,'Yes'
CLG5863,94,5.22,5.48,6,'No',5,6,3,'No'
CLG5864,73,6.11,5.92,7,'No',0,3,5,'No'
CLG5865,91,7.28,7.76,2,'Yes',4,8,1,'No'
CLG5866,91,6.66,6.92,6,'Yes',2,3,3,'No'
CLG5867,90,8.56,8.12,6,'Yes',1,5,0,'No'
CLG5868,89,7.56,7.57,9,'Yes',2,3,5,'No'
CLG5869,90,5.8,5.86,8,'Yes',1,8,2,'No'
CLG5870,94,9.47,9.67,5,'No',9,10,2,'Yes'
CLG5871,90,6.46,6.46,7,'No',1,9,3,'No'
CLG5872,103,8.66,8.64,7,'Yes',0,6,4,'No'
CLG5873,105,8.9,8.77,5,'Yes',2,10,1,'No'
CLG5874,86,9.82,9.59,7,'No',2,4,0,'No'
CLG5875,119,7.49,7.94,3,'Yes',3,10,0,'No'
CLG5876,85,8.08,7.9,7,'No',2,4,3,'No'
CLG5877,75,6.67,6.23,6,'Yes',7,5,2,'No'
CLG5878,105,8.39,8.06,6,'No',3,3,2,'No'
CLG5879,87,7.32,7.68,2,'No',9,4,4,'No'
CLG5880,104,7.19,7.28,2,'No',0,4,1,'No'
CLG5881,63,9.28,9.56,7,'No',1,1,0,'No'
CLG5882,120,5.25,5.56,1,'Yes',6,1,3,'No'
CLG5883,110,9.41,9.73,9,'No',5,9,4,'Yes'
CLG5884,77,9.26,9.31,3,'Yes',8,3,1,'No'
CLG5885,77,7.53,7.21,6,'No',5,5,0,'No'
CLG5886,125,7.45,7.1,3,'Yes',1,2,1,'No'
CLG5887,88,6.81,6.88,9,'No',7,1,0,'No'
CLG5888,87,9.97,9.84,10,'Yes',8,7,5,'No'
CLG5889,66,5.56,5.62,7,'Yes',4,10,1,'No'
CLG5890,94,7.95,7.95,1,'No',5,9,1,'No'
CLG5891,96,8.41,8.51,4,'No',3,4,5,'No'
CLG5892,110,9.67,9.2,5,'Yes',10,4,3,'No'
CLG5893,79,8.9,8.43,7,'Yes',1,3,4,'No'
CLG5894,77,8.22,8.44,7,'Yes',4,3,2,'No'
CLG5895,106,5.58,5.27,5,'Yes',4,2,1,'No'
CLG5896,115,6.87,7.02,1,'Yes',0,3,3,'No'
CLG5897,76,5.69,5.74,5,'No',4,5,5,'No'
CLG5898,116,9.41,9.89,5,'Yes',0,8,2,'Yes'
CLG5899,100,8.75,9.09,4,'Yes',2,8,4,'Yes'
CLG5900,116,8.79,8.7,6,'No',10,5,4,'Yes'
CLG5901,98,8.26,8.38,8,'No',8,1,1,'No'
CLG5902,62,7.54,7.16,10,'No',3,10,5,'No'
CLG5903,97,5.75,5.64,5,'Yes',8,2,5,'No'
CLG5904,115,6.65,6.88,8,'No',5,8,0,'No'
CLG5905,86,5.68,5.8,5,'No',0,10,4,'No'
CLG5906,94,8.62,8.6,3,'No',2,9,3,'Yes'
CLG5907,97,5.8,5.48,8,'No',2,7,1,'No'
CLG5908,56,8.51,8.81,4,'Yes',3,9,4,'Yes'
CLG5909,125,8.46,8.23,3,'Yes',9,9,1,'Yes'
CLG5910,86,7.3,7.62,3,'No',3,6,0,'No'
CLG5911,107,5.68,5.79,6,'No',7,6,4,'No'
CLG5912,98,6.57,6.44,8,'No',2,7,1,'No'
CLG5913,118,6.6,6.14,10,'No',10,1,3,'No'
CLG5914,106,8.5,8.23,5,'No',3,9,4,'Yes'
CLG5915,96,5.57,5.96,1,'No',2,1,0,'No'
CLG5916,86,9.15,9.47,1,'No',6,8,2,'Yes'
CLG5917,111,8.81,8.88,3,'Yes',5,10,2,'Yes'
CLG5918,71,5.93,5.9,6,'No',0,2,1,'No'
CLG5919,109,8.6,8.75,2,'No',9,10,4,'Yes'
CLG5920,83,8.34,8.31,1,'Yes',0,7,4,'No'
CLG5921,118,8.74,8.88,7,'Yes',5,5,0,'No'
CLG5922,102,5.94,5.75,2,'No',2,8,2,'No'
CLG5923,109,5.79,6.13,8,'Yes',8,10,5,'No'
CLG5924,101,6.18,6.38,2,'No',1,7,3,'No'
CLG5925,73,6.83,6.66,1,'Yes',2,8,5,'No'
CLG5926,87,8.97,9.3,10,'No',8,2,2,'No'
CLG5927,110,8.69,8.68,2,'No',5,10,4,'Yes'
CLG5928,102,9.63,9.3,2,'No',0,9,3,'Yes'
CLG5929,117,5.29,4.87,7,'No',1,6,3,'No'
CLG5930,106,5.06,5.26,1,'No',6,6,0,'No'
CLG5931,85,8.5,8.87,3,'No',5,6,5,'No'
CLG5932,88,6.4,6.71,5,'No',0,1,1,'No'
CLG5933,101,6.67,6.83,7,'No',9,7,1,'No'
CLG5934,65,7.73,7.37,6,'No',1,2,0,'No'
CLG5935,125,5.51,5.1,8,'No',5,2,4,'No'
CLG5936,106,8.21,8.06,1,'Yes',5,5,4,'No'
CLG5937,118,6.63,6.98,7,'No',5,6,1,'No'
CLG5938,76,8.16,8.62,9,'No',8,1,2,'No'
CLG5939,118,9.17,8.91,7,'No',1,1,0,'No'
CLG5940,133,5.86,6.12,6,'Yes',9,1,2,'No'
CLG5941,80,9.65,9.72,9,'Yes',9,7,0,'No'
CLG5942,111,7.65,7.18,4,'Yes',10,1,0,'No'
CLG5943,100,9.61,9.65,10,'No',8,9,1,'No'
CLG5944,76,6.04,6.35,6,'Yes',8,3,1,'No'
CLG5945,107,8.02,7.8,6,'No',9,10,5,'No'
CLG5946,112,7.02,7.42,10,'No',8,2,2,'No'
CLG5947,90,8.87,8.61,3,'No',8,6,4,'No'
CLG5948,117,8.03,7.61,7,'No',2,2,3,'No'
CLG5949,74,7.47,7.13,1,'No',9,5,5,'No'
CLG5950,77,9.56,9.9,8,'Yes',8,5,2,'No'
CLG5951,102,6.89,6.81,8,'Yes',9,9,0,'No'
CLG5952,100,6.1,6.4,8,'No',8,4,3,'No'
CLG5953,89,8.04,8.07,9,'Yes',2,8,3,'Yes'
CLG5954,112,8.12,8.1,4,'Yes',3,7,5,'Yes'
CLG5955,107,7.2,7.51,6,'Yes',3,7,3,'No'
CLG5956,112,7.43,7.35,7,'No',3,1,5,'No'
CLG5957,98,9.8,10.1,2,'No',6,6,3,'No'
CLG5958,109,8.66,8.26,6,'Yes',4,6,5,'No'
CLG5959,93,5.55,5.69,8,'No',6,10,5,'No'
CLG5960,130,6.06,6.26,4,'No',5,8,3,'Yes'
CLG5961,87,9.88,10.28,5,'No',6,6,2,'No'
CLG5962,131,8.63,8.35,8,'Yes',7,8,1,'Yes'
CLG5963,100,9.58,9.68,3,'Yes',5,6,1,'No'
CLG5964,79,6.52,6.45,6,'Yes',8,8,0,'No'
CLG5965,120,8.71,8.59,1,'No',3,5,4,'Yes'
CLG5966,101,8.57,8.18,4,'Yes',4,9,2,'Yes'
CLG5967,112,6.47,6.1,6,'Yes',8,4,3,'No'
CLG5968,118,7.75,8.09,3,'Yes',8,6,1,'No'
CLG5969,105,8.14,8.39,1,'No',1,2,0,'No'
CLG5970,91,7.41,7.29,6,'No',1,3,3,'No'
CLG5971,114,9.14,9.47,3,'No',8,4,0,'No'
CLG5972,100,9.16,8.74,8,'No',5,3,3,'No'
CLG5973,110,9.25,9.37,7,'No',7,7,5,'No'
CLG5974,67,9.02,9.39,7,'Yes',7,9,3,'Yes'
CLG5975,106,7.44,7.78,8,'No',7,6,1,'No'
CLG5976,90,6.91,6.78,7,'No',4,3,1,'No'
CLG5977,124,9.16,9.41,5,'Yes',10,9,3,'Yes'
CLG5978,109,7.45,7.38,10,'No',10,1,1,'No'
CLG5979,103,6.23,6.57,8,'Yes',9,5,2,'No'
CLG5980,107,7.54,7.57,8,'No',3,10,3,'No'
CLG5981,85,5.71,5.97,8,'Yes',2,10,1,'No'
CLG5982,124,8.46,8.04,10,'No',3,5,0,'No'
CLG5983,129,6.68,6.77,6,'Yes',7,2,0,'No'
CLG5984,105,6.3,6.35,2,'Yes',3,5,0,'No'
CLG5985,123,9.78,9.89,8,'No',7,1,4,'Yes'
CLG5986,91,8.88,9.08,10,'No',7,1,0,'No'
CLG5987,88,8.94,9.36,1,'No',0,4,5,'No'
CLG5988,100,8.12,8.41,9,'No',10,6,0,'No'
CLG5989,106,9.2,8.92,9,'No',10,2,2,'No'
CLG5990,94,8.8,9.13,6,'No',8,5,2,'No'
CLG5991,108,7.99,7.61,10,'Yes',2,10,4,'No'
CLG5992,104,9.81,9.93,6,'Yes',5,5,2,'No'
CLG5993,85,5.96,6.34,6,'Yes',2,3,1,'No'
CLG5994,107,9.72,9.32,4,'No',8,4,0,'No'
CLG5995,112,7.01,7.36,1,'No',0,2,1,'No'
CLG5996,102,7.64,7.94,1,'Yes',6,7,4,'No'
CLG5997,117,5.61,5.61,1,'No',4,3,1,'No'
CLG5998,81,7.7,7.51,5,'Yes',2,6,5,'No'
CLG5999,107,8.06,7.97,7,'No',10,9,1,'No'
CLG6000,82,9.99,10.46,1,'No',6,7,1,'No'
CLG6001,83,9.88,9.58,1,'No',0,4,5,'No'
CLG6002,90,9.83,9.91,6,'Yes',5,2,2,'No'
CLG6003,85,6.74,6.32,2,'Yes',6,7,0,'No'
CLG6004,91,9.96,9.68,2,'No',8,8,5,'Yes'
CLG6005,96,7.28,7.54,7,'No',8,3,1,'No'
CLG6006,112,9.26,9.06,9,'No',6,7,3,'Yes'
CLG6007,95,6.08,6.57,8,'No',4,1,0,'No'
CLG6008,76,7.53,7.53,2,'Yes',6,8,0,'No'
CLG6009,117,9.83,9.85,7,'No',10,7,3,'Yes'
CLG6010,87,9.74,9.28,5,'No',0,6,4,'No'
CLG6011,99,8.42,8.88,10,'No',6,3,4,'No'
CLG6012,106,8.99,8.66,4,'No',9,4,0,'No'
CLG6013,102,5.88,5.92,10,'No',3,8,2,'No'
CLG6014,116,8.61,8.51,4,'No',1,1,5,'Yes'
CLG6015,107,8.09,8.01,4,'Yes',5,2,4,'No'
CLG6016,87,5.46,5.6,9,'Yes',6,1,4,'No'
CLG6017,132,5.57,5.73,7,'Yes',10,4,1,'No'
CLG6018,102,5.54,5.19,7,'No',6,6,1,'No'
CLG6019,97,8.62,8.62,4,'No',7,5,4,'No'
CLG6020,114,5.71,6,9,'No',4,6,2,'No'
CLG6021,103,7.34,7.28,8,'Yes',9,2,1,'No'
CLG6022,105,6.78,6.45,10,'Yes',10,5,5,'No'
CLG6023,137,7.75,7.56,4,'Yes',9,1,2,'No'
CLG6024,95,8.53,8.24,6,'No',10,6,5,'No'
CLG6025,95,8.42,8.05,4,'No',7,4,5,'No'
CLG6026,101,7.58,7.46,1,'No',3,10,0,'No'
CLG6027,116,7.32,7.36,5,'No',9,9,5,'Yes'
CLG6028,77,6.99,6.56,10,'Yes',0,3,5,'No'
CLG6029,70,9.31,9.41,3,'Yes',7,3,2,'No'
CLG6030,91,6.65,7.14,1,'No',3,9,1,'No'
CLG6031,75,6.3,6.76,2,'No',4,4,5,'No'
CLG6032,93,8.72,9.05,2,'Yes',3,7,3,'No'
CLG6033,107,6.8,6.57,8,'No',6,10,2,'No'
CLG6034,86,9.23,8.75,4,'No',9,2,4,'No'
CLG6035,78,6.64,6.97,3,'No',2,1,5,'No'
CLG6036,101,8.51,8.07,4,'No',1,10,5,'Yes'
CLG6037,112,5.23,4.94,10,'Yes',9,1,2,'No'
CLG6038,74,6.93,6.97,1,'Yes',1,6,2,'No'
CLG6039,112,6.72,6.4,1,'No',6,4,2,'No'
CLG6040,112,9.08,9.41,5,'Yes',10,2,4,'Yes'
CLG6041,114,9.84,10.12,7,'Yes',9,7,5,'Yes'
CLG6042,118,7.3,7.56,9,'No',5,8,2,'Yes'
CLG6043,133,9.12,9.44,7,'No',1,7,3,'Yes'
CLG6044,94,8.5,8.22,5,'No',7,10,4,'Yes'
CLG6045,101,9.84,10.07,3,'No',5,9,3,'Yes'
CLG6046,93,9.06,8.92,8,'Yes',7,1,3,'No'
CLG6047,100,5.39,5.56,7,'No',5,10,3,'No'
CLG6048,122,8.57,8.19,4,'No',3,6,4,'Yes'
CLG6049,79,7.68,7.89,1,'No',7,8,1,'No'
CLG6050,87,5.08,5.55,3,'Yes',3,9,4,'No'
CLG6051,120,6.26,5.8,8,'No',5,8,2,'Yes'
CLG6052,115,9.61,9.2,2,'No',4,6,5,'Yes'
CLG6053,94,9.63,9.25,9,'No',3,8,3,'Yes'
CLG6054,112,8.99,8.92,4,'No',6,8,2,'Yes'
CLG6055,105,9.91,9.7,7,'No',7,1,3,'No'
CLG6056,122,9.03,9.34,10,'Yes',5,8,3,'Yes'
CLG6057,101,5.05,5.02,7,'Yes',0,7,5,'No'
CLG6058,115,6.44,6.42,8,'Yes',6,8,2,'Yes'
CLG6059,139,5.15,5.37,7,'No',3,8,0,'No'
CLG6060,108,5.47,5.33,4,'No',1,10,3,'No'
CLG6061,100,6.09,5.94,7,'No',2,10,5,'No'
CLG6062,110,7.52,7.78,5,'No',9,6,0,'No'
CLG6063,94,9.24,9.52,10,'No',3,9,4,'Yes'
CLG6064,135,9.31,8.82,7,'No',6,3,3,'Yes'
CLG6065,102,8.08,7.72,3,'No',8,10,3,'No'
CLG6066,95,9.64,9.35,10,'No',9,1,5,'No'
CLG6067,87,7.5,7.35,7,'No',10,9,4,'No'
CLG6068,116,9.45,9.24,7,'Yes',5,10,2,'Yes'
CLG6069,113,7.27,7.44,2,'Yes',9,10,2,'Yes'
CLG6070,92,6.39,6.72,8,'No',4,2,0,'No'
CLG6071,108,9.58,9.27,7,'No',8,3,4,'No'
CLG6072,77,6.94,7,9,'Yes',7,4,3,'No'
CLG6073,102,7.52,7.39,4,'Yes',7,8,0,'No'
CLG6074,106,6.64,6.65,9,'No',7,9,2,'No'
CLG6075,125,8.31,8.43,1,'No',7,3,3,'Yes'
CLG6076,88,9.98,10.37,5,'No',7,2,5,'No'
CLG6077,80,5.13,4.82,10,'No',9,2,2,'No'
CLG6078,86,9.5,9.09,7,'Yes',9,9,0,'No'
CLG6079,79,5.02,5.15,4,'No',6,8,2,'No'
CLG6080,120,6.82,6.71,7,'No',1,2,5,'No'
